PI90798 SAN DAMIANO MACRA      44.508    7.251 1095 P-E prec temp null null null txtn null
PI90357 CANOSIO                44.456    7.088 1220 P-E prec temp null null null txtn null
PI90358 S. GIACOMO DEMONTE     44.347    7.204 1297 P-E prec temp null null null txtn null
PI90303 VALDIERI               44.206    7.269 1390 P-E prec temp null null umid txtn null
PI90126 NERAISSA               44.326    7.153 1433 P-E prec temp null null umid txtn null
PI90283 PONTECHIANALE          44.613    7.054 1575 P-E prec temp null null umid txtn null
PI90133 ACCEGLIO               44.486    6.983 1610 P-E prec temp null null umid txtn null
PI92563 PALANFRE'              44.194    7.490 1625 P-E prec temp null null null txtn null
PI90298 ARGENTERA              44.396    6.941 1680 P-E prec temp null null null txtn null
PI90359 VINADIO S. BERNOLFO    44.263    7.045 1695 P-E prec temp null null null txtn null
PI90294 CASTELMAGNO            44.401    7.169 1755 P-E prec temp null null null txtn null
PI90800 ELVA                   44.547    7.090 1770 P-E prec temp null null null txtn null
PI90355 BELLINO                44.576    6.984 1805 P-E prec temp null null null txtn null
PI94613 LIMONE PANCANI         44.162    7.591 1875 P-E prec temp dirv velv umid txtn null
PI94062 ACCEGLIO COLLET        44.521    6.908 2010 P-E prec temp null null null txtn null
PI90804 DIGA DEL CHIOTAS       44.162    7.335 2020 P-E prec temp null null null txtn null
PI90002 PIAN DELLE BARACCHE    44.550    7.134 2135 P-E prec temp dirv velv null txtn null
PI90001 COLLE LOMBARDA         44.209    7.149 2305 P-E prec temp dirv velv null txtn null
PI90789 GARDETTA               44.410    7.013 2337 P-E prec temp null null null txtn null
PI94063 COLLE DELL'AGNELLO     44.682    6.980 2685 P-E prec temp null null null txtn null
PI92898 ROCCA DELL'ABISSO      44.146    7.505 2753 P-E null temp dirv velv null txtn pres
PI95611 LA COLLETTA            44.599    6.942 2793 P-E null temp null null umid txtn null
PI90429 ALBA TANARO            44.706    8.029  172 P-F prec temp dirv velv umid txtn null
PI90383 CARRU' PESIO           44.466    7.884  275 P-F prec temp null null null txtn null
PI94145 CEVA                   44.387    8.018  410 P-F prec temp null null null txtn null
PI90324 RODELLO                44.641    8.054  415 P-F prec temp null null umid txtn null
PI90315 MONDOVI'               44.397    7.812  422 P-F prec temp null null umid txtn null
PI93215 MOROZZO                44.419    7.693  440 P-F prec temp null null null txtn null
PI90329 RODDINO                44.579    8.010  500 P-F prec temp null null umid txtn null
PI90316 BELVEDERE LANGHE       44.501    7.976  550 P-F prec temp null null umid txtn null
PI90107 BOVES                  44.336    7.563  575 P-F prec temp dirv velv umid txtn pres
PI93950 ROCCAFORTE MONDOVI'    44.310    7.744  595 P-F prec temp null null umid txtn null
PI90314 PRIERO                 44.378    8.109  610 P-F prec temp null null umid txtn null
PI90137 SOMANO                 44.542    8.018  626 P-F prec temp null null umid txtn null
PI90136 PERLO                  44.331    8.084  700 P-F prec temp null null umid txtn null
PI90363 PAROLDO                44.447    8.082  810 P-F prec temp null null null txtn null
PI92590 PONTE DI NAVA TANARO   44.119    7.869  840 P-F prec temp null null null txtn null
PI90307 CHIUSA PESIO           44.234    7.661  935 P-F prec temp null null null txtn null
PI90311 PAMPARATO              44.284    7.906  975 P-F prec temp null null null txtn null
PI90122 COLLE SAN BERNARDO     44.179    8.049  980 P-F prec temp dirv velv umid txtn null
PI93099 PRADEBONI              44.299    7.639  985 P-F prec temp null null null txtn null
PI90310 BORELLO                44.225    7.834 1005 P-F prec temp null null null txtn null
PI93949 VIOLA                  44.286    7.954 1050 P-F prec temp null null umid txtn null
PI90308 UPEGA                  44.131    7.726 1310 P-F prec temp null null umid txtn null
PI90360 PIAGGIA                44.073    7.733 1645 P-F prec temp null null null txtn null
PI90309 RIFUGIO MONDOVI'       44.193    7.733 1760 P-F prec temp dirv velv umid txtn null
PI90312 MONTE BERLINO          44.206    7.934 1765 P-F prec temp null null umid txtn null
PI90115 ALESSANDRIA LOBBI      44.938    8.705   90 P-G prec temp dirv velv umid txtn pres
PI94121 SEZZADIO               44.784    8.568  110 P-G prec temp null null null txtn null
PI90138 ASTI TANARO            44.886    8.213  117 P-G prec temp null null umid txtn null
PI90212 BASALUZZO              44.763    8.682  128 P-G prec temp dirv velv umid txtn pres
PI90207 NIZZA MONFERRATO       44.766    8.347  138 P-G prec temp null null umid txtn null
PI90225 NOVI LIGURE            44.787    8.758  162 P-G prec temp dirv velv umid txtn pres
PI90236 MOMBALDONE BORMIDA Q.A 44.570    8.336  187 P-G prec temp null null umid txtn pres
PI90101 ACQUI TERME            44.680    8.481  215 P-G prec temp null null umid txtn pres
PI90306 GAVI                   44.688    8.797  215 P-G prec temp null null null txtn null
PI90230 OVADA                  44.648    8.637  230 P-G prec temp null null umid txtn null
PI90398 ROSSIGLIONE            44.567    8.660  289 P-G prec temp null null null txtn null
PI90103 MONTALDO SCARAMPI      44.830    8.260  295 P-G prec temp dirv velv umid txtn null
PI90280 GOVONE                 44.788    8.114  310 P-G prec temp null null null txtn null
PI94109 LAVAGNINA LAGO         44.606    8.756  356 P-G prec temp null null null txtn null
PI90320 TREISO                 44.678    8.083  376 P-G prec temp null null umid txtn pres
PI90325 BERGALLI               44.408    8.183  385 P-G prec temp dirv velv umid txtn pres
PI90305 SASSELLO               44.478    8.485  385 P-G prec temp null null null txtn null
PI90399 CAIRO MONTENOTTE       44.399    8.280  388 P-G prec temp null null null txtn null
PI96159 BRIC CASTELLARO        44.645    8.791  415 P-G prec temp dirv velv null txtn pres
PI90246 CASTELLETTO UZZONE     44.494    8.189  423 P-G prec temp null null null txtn null
PI90319 MANGO                  44.709    8.148  425 P-G prec temp null null umid txtn null
PI92588 MALLARE                44.290    8.301  467 P-G prec temp null null null txtn null
PI92598 MURIALDO BORMIDA DI MI 44.313    8.159  523 P-G prec temp null null null txtn null
PI92582 MONTENOTTE INFERIORE   44.408    8.412  564 P-G prec temp null null null txtn null
PI93228 LOAZZOLO               44.675    8.234  600 P-G prec temp null null umid txtn null
PI92587 OSIGLIA                44.284    8.205  620 P-G prec temp null null null txtn null
PI90244 ROCCAVERANO            44.611    8.302  640 P-G prec temp null null null txtn null
PI90203 CALIZZANO              44.235    8.119  647 P-G prec temp null null null txtn null
PI90243 PONZONE CIMAFERLE      44.554    8.493  693 P-G prec temp null null null txtn null
PI90322 PRUNETTO               44.511    8.164  751 P-G prec temp null null umid txtn null
PI90135 SEROLE BRIC PUSCHERA   44.564    8.259  765 P-G prec temp null null umid txtn null
PI90327 FEISOGLIO              44.547    8.113  770 P-G prec temp null null umid txtn null
PI90127 PONZONE BRIC BERTON    44.519    8.540  773 P-G prec temp dirv velv umid txtn pres
PI90141 CAPANNE MARCAROLO      44.564    8.769  780 P-G prec temp null null umid txtn null
PI92047 PIAMPALUDO             44.465    8.580  882 P-G prec temp null null null txtn null
PI90116 MOMBARCARO             44.469    8.086  896 P-G null temp dirv velv umid txtn null
PI92892 SETTEPANI              44.243    8.196 1375 P-G prec temp dirv velv umid txtn null
PI90220 ISOLA S. ANTONIO       45.022    8.855   77 P-H prec temp dirv velv umid txtn pres
PI90217 CASTELLAR PONZANO      44.828    8.848  146 P-H prec temp dirv velv umid txtn pres
PI90229 SARDIGLIANO            44.757    8.908  320 P-H prec temp dirv velv umid txtn pres
PI90213 ARQUATA SCRIVIA        44.684    8.882  325 P-H prec temp dirv velv umid txtn pres
PI90397 BUSALLA                44.566    8.948  358 P-H prec temp null null null txtn null
PI93216 GARBAGNA               44.784    8.979  420 P-H prec temp null null null txtn null
PI94103 CABELLA LIGURE         44.674    9.092  480 P-H prec temp null null null txtn null
PI90227 BRIGNANO FRASCATA      44.804    9.031  512 P-H prec temp null null umid txtn null
PI92087 TORRIGLIA              44.516    9.156  769 P-H prec temp null null null txtn null
PI90222 ROCCAFORTE LIGURE      44.679    9.024  770 P-H prec temp null null null txtn null
PI92589 ALPE VOBBIA            44.568    9.078 1082 P-H prec temp null null null txtn null
PI90334 CALDIROLA              44.719    9.153 1190 P-H prec temp null null umid txtn null
PI90790 PIANI DI CARREGA       44.614    9.188 1245 P-H prec temp null null null txtn null
PI90121 CAPANNE DI COSOLA      44.676    9.201 1550 P-H prec temp dirv velv umid txtn null
PI90119 CASALE MONFERRATO      45.133    8.505  118 P-I prec temp dirv velv umid txtn pres
PI93217 CERANO                 45.415    8.803  125 P-I prec temp null null null txtn null
PI90198 VERCELLI               45.326    8.391  132 P-I prec temp dirv velv umid txtn null
PI92564 TRICERRO               45.236    8.331  139 P-I prec temp null null null txtn null
PI90379 NOVARA AGOGNA          45.432    8.592  146 P-I prec temp null null null txtn null
PI94193 NOVARA                 45.442    8.634  151 P-I prec temp dirv velv umid txtn pres
PI90112 ALBANO VERCELLESE      45.439    8.389  155 P-I prec temp null null umid txtn null
PI90110 VEROLENGO              45.186    8.012  163 P-I prec temp dirv velv umid txtn null
PI90114 CAMERI                 45.549    8.695  173 P-I prec temp dirv velv umid txtn pres
PI92064 MOMO AGOGNA            45.569    8.550  213 P-I prec temp null null null txtn null
PI90099 CANDIA                 45.322    7.900  226 P-I prec temp dirv velv umid txtn null
PI90272 MASSAZZA               45.474    8.171  226 P-I prec temp dirv velv umid txtn null
PI90234 PIVERONE               45.431    8.034  230 P-I prec temp dirv velv umid txtn null
PI90201 MASSERANO              45.559    8.256  243 P-I prec temp null null umid txtn pres
PI90176 SAN SALVATORE MONFERRA 44.994    8.568  251 P-I prec temp null null null txtn null
PI90279 PARELLA CHIUSELLA      45.421    7.799  260 P-I prec temp null null null txtn null
PI90811 VARALLO POMBIA         45.675    8.630  268 P-I prec temp null null null txtn null
PI90130 BORGOMANERO            45.689    8.461  300 P-I prec temp null null umid txtn null
PI90175 VIGNALE MONFERRATO     45.019    8.409  308 P-I prec temp null null null txtn null
PI94115 PARUZZARO              45.748    8.513  332 P-I prec temp null null null txtn null
PI90211 CREA                   45.095    8.279  385 P-I prec temp dirv velv umid txtn null
PI90795 VIALFRE'               45.381    7.818  459 P-I prec temp null null null txtn null
PI90806 LOZZOLO                45.644    8.334  533 P-I prec temp dirv velv null txtn null
PI90174 CASTELL'ALFERO         44.989    8.224  140 P-L prec temp null null null txtn null
PI90204 SAN DAMIANO BORBORE    44.843    8.083  154 P-L prec temp null null umid txtn null
PI94194 ASTI                   44.919    8.192  175 P-L prec temp dirv velv umid txtn pres
PI90373 BRANDIZZO MALONE       45.183    7.853  192 P-L prec temp null null null txtn null
PI90139 MONTECHIARO D'ASTI     45.008    8.102  200 P-L prec temp null null umid txtn null
PI90273 BAUDUCCHI              44.961    7.710  226 P-L prec temp dirv velv umid txtn null
PI90195 CARMAGNOLA             44.887    7.688  232 P-L prec temp dirv velv umid txtn pres
PI90180 SANTENA BANNA          44.946    7.783  238 P-L prec temp null null umid txtn null
PI90249 TORINO VALLERE         45.018    7.675  239 P-L prec temp null null umid txtn null
PI94061 TORINO GIARDINI REALI  45.072    7.690  239 P-L prec temp dirv velv umid txtn pres 
PI90256 VENARIA CERONDA        45.135    7.633  253 P-L prec temp null null null txtn null
PI90801 CALUSO                 45.289    7.851  257 P-L prec temp dirv velv null txtn null
PI90247 FRONT MALONE           45.284    7.667  270 P-L prec temp null null umid txtn null
PI93869 TORINO REISS ROMOLI    45.113    7.671  270 P-L prec temp dirv velv umid txtn pres
PI94195 BUTTIGLIERA D'ASTI     45.021    7.934  290 P-L prec temp dirv velv umid txtn null
PI93447 TORINO VIA DELLA CONSO 45.078    7.679  290 P-L prec temp dirv velv umid txtn null
PI90102 PRALORMO               44.855    7.914  295 P-L prec temp null null umid txtn null
PI92896 CASELLE                45.192    7.652  300 P-L prec temp dirv velv umid txtn pres
PI94249 TORINO ALENIA          45.081    7.612  320 P-L null temp dirv velv umid txtn null
PI90318 CASTELLINALDO          44.771    8.028  325 P-L prec temp null null umid txtn null
PI90109 CUMIANA                44.965    7.392  327 P-L prec temp dirv velv umid txtn pres
PI99799 VENARIA LA MANDRIA     45.176    7.560  337 P-L null temp dirv velv umid txtn null
PI90142 AVIGLIANA              45.095    7.396  340 P-L prec temp dirv velv umid txtn null
PI93685 PINEROLO               44.883    7.361  340 P-L prec temp dirv velv umid txtn null
PI90274 MARENTINO              45.047    7.880  345 P-L prec temp null null umid txtn null
PI93948 RIVOLI LA PEROSA       45.081    7.500  362 P-L prec temp dirv velv null txtn null
PI90278 TRANA SANGONE          45.036    7.421  371 P-L prec temp null null null txtn null
PI93098 CASTAGNETO PO          45.151    7.884  540 P-L prec temp null null null txtn null
PI90120 PINO TORINESE          45.042    7.766  608 P-L prec temp dirv velv umid txtn pres
PI90370 VILLAFRANCA PELLICE    44.813    7.501  260 P-M prec temp null null null txtn null
PI90332 BALDISSERO D'ALBA      44.753    7.923  265 P-M prec temp dirv velv umid txtn null
PI90281 VILLANOVA SOLARO       44.736    7.571  267 P-M prec temp dirv velv umid txtn null
PI90317 BRA                    44.702    7.853  285 P-M prec temp dirv velv umid txtn pres
PI90275 BRA - ISOLA SONORA     44.693    7.841  290 P-M null temp dirv velv umid txtn null
PI94148 MARENE                 44.669    7.733  310 P-M prec temp null null null txtn null
PI90815 AEROPORTO CUNEO LEVALD 44.539    7.613  382 P-M prec temp dirv velv umid txtn pres
PI90323 FOSSANO                44.540    7.788  403 P-M prec temp dirv velv umid txtn pres
PI90140 COSTIGLIOLE SALUZZO    44.559    7.497  440 P-M prec temp null null umid txtn null
PI90809 SALUZZO                44.633    7.479  535 P-M prec temp null null null txtn null
PI93254 CUNEO CASCINA VECCHIA  44.371    7.528  575 P-M prec temp null null umid txtn null
PI92019 LUINO                  45.998    8.744  230 P-T prec temp null null null txtn null
PI92955 HONE-PONTE S.R.-DORA B 45.618    7.741  359 VdA prec temp null null null txtn null
PI90287 POLLEIN DORA BALTEA    45.737    7.357  583 VdA prec temp null null null txtn null
PI90395 VALPELLINE             45.826    7.343  960 VdA prec temp null null null txtn null
PI90400 LA THUILE              45.710    6.964 1495 VdA prec temp null null null txtn null
PI92622 VALGRISANCHE MENTHIEU  45.614    7.057 1873 VdA prec temp null null null txtn null
PI93362 PLACE MOULIN           45.900    7.490 1980 VdA prec temp null null null txtn null
PI91300 PLAN PRAZ              45.758    6.950 2000 VdA prec temp dirv velv umid txtn pres
PI92612 ST. RHEMY CREVACOL     45.831    7.159 2015 VdA prec temp null null null txtn null
PI92613 OLLOMONT BY            45.881    7.301 2028 VdA prec temp null null null txtn null
PI92611 COURMAYEUR PRE' DE BAR 45.884    7.065 2067 VdA prec temp null null null txtn null
PI92599 COURMAYEUR LEX BLANCHE 45.766    6.843 2164 VdA prec temp null null null txtn null
PI91299 MONT DE LA SAX         45.814    6.996 2300 VdA prec temp dirv velv umid txtn pres
